_id,Protocolo,data,hora,natureza,situacao,bairro,endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,sentido_via,tipo,auto,moto,ciclista,pedestre,onibus,caminhao,viatura,vitimas,vitimasfatais
2267,202319780,2023-08-25 0:00:00,11:16:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ANTONIO FALCAO,,EMBAIXO DO VIADUTO DA VIA MANGUE,BOA VIAGEM,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2268,202319784,2023-08-25 0:00:00,11:31:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA DUQUE ESTRADA,,"CRUZAMENTO COM A RUA BARAO DE AGUA BRANCA , PROX AO LE PARK",IMBIRIBEIRA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2269,202319801,2023-08-25 0:00:00,1:50:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA PRINCESA IZABEL,,E/F A CAMARA  MUNICIPAL DOS VEREADORES,BOA VISTA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2270,202319807,2023-08-25 0:00:00,2:26:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ITAJUBA,,PROX AO PANDEIRÃO E AO ARMAZEM ALICERPE,IMBIRIBEIRA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2271,202319814,2023-08-25 0:00:00,4:26:00,COM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL,,MARMOARIA,AFOGADOS,,COLISÃO LATERAL,1,0,1,0,0,0,0,1,0
2272,202319819,2023-08-25 0:00:00,5:58:00,COM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,AV VEREADOR OTACILIO AZEVEDO,,PROXIMO A FABRICA DA KINITOS E PROXIMO AO PSF DA VILA DA BOA VISTA,NOVA DESCOBERTA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2273,202319821,2023-08-25 0:00:00,6:12:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,JEEP / SENTIDO OLINDA,SANTO AMARO,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2274,202319822,2023-08-25 0:00:00,6:25:00,COM VÍTIMA,FINALIZADA,ARRUDA,AV BEBERIBE,,DE FRENTE AO ESTÁDIO DO SANTA CRUZ,ARRUDA,,COLISÃO LATERAL,0,0,1,0,1,0,0,1,0
2275,202319827,2023-08-25 0:00:00,7:25:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA JOSE OSORIO,,TEXEIRA PRIME,MADALENA,,COLISÃO FRONTAL,0,2,0,0,0,0,0,2,0
2276,202319832,2023-08-25 0:00:00,8:30:00,COM VÍTIMA,CANCELADA,VASCO DA GAMA,RUA DOIS DE FEVEREIRO,,,VASCO DA GAMA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2277,202319835,2023-08-25 0:00:00,8:36:00,SEM VÍTIMA,FINALIZADA,LINHA DO TIRO,AV ANIBAL BENEVOLO,,BORRACHARIA DO BURRO ANÃ,LINHA DO TIRO,CIDADE,COLISÃO,0,1,0,0,0,0,1,0,0
2278,202319839,2023-08-25 0:00:00,11:27:00,COM VÍTIMA,CANCELADA,BARRO,AV DR JOSE RUFINO,,EM FRENTE AO QUARTEL DO QUARTO BATALHÃO,BARRO,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0
2279,202319846,2023-08-26 0:00:00,5:09:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,AV GOVERNADOR AGAMENON MAGALHAES,,PRÓXIMO A CENTRAL DE FLAGRANTES,CAMPO GRANDE,CIDADE,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
2280,202319859,2023-08-26 0:00:00,7:17:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,,EMPRESARIAL AGAMENON MAGALHAES,ESPINHEIRO,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
2281,202319865,2023-08-26 0:00:00,8:16:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE A DELEGACIA DE FLAGRANTE,SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2282,202319879,2023-08-26 0:00:00,12:00:00,SEM VÍTIMA,FINALIZADA,AFLITOS,AV CONS ROSA E SILVA,,ESTACIONAMENTO INTERNO DO CLUBE NÁUTICO,AFLITOS,SUBURBIO,COLISÃO,1,0,0,0,0,0,1,0,0
2283,202319882,2023-08-26 0:00:00,12:09:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,,AO LADO DA CONCESSIONARIA RENAULT,ENCRUZILHADA,,COLISÃO TRASEIRA,1,2,0,0,0,0,0,2,0
2284,202319899,2023-08-26 0:00:00,3:22:00,COM VÍTIMA,FINALIZADA,JARDIM SAO PAULO,RUA DR DEVALDO BORGES,,EM FRENTE A FARMACIA PAGUE MENOS E AO CAMPO EL SALVADOR,JARDIM SAO PAULO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2285,202319902,2023-08-26 0:00:00,3:59:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,DEPATRI DELEGACIA,AFOGADOS,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
2286,202319903,2023-08-26 0:00:00,4:03:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,REITORIA DA UPE,SANTO AMARO,SUBURBIO,COLISÃO,1,0,0,0,0,0,1,0,0
2287,202319913,2023-08-26 0:00:00,6:18:00,COM VÍTIMA,FINALIZADA,AGUA FRIA,RUA CORONEL URBANO RIBEIRO DE SENA,,COMPESA,AGUA FRIA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2288,202319924,2023-08-26 0:00:00,7:22:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DOS PALMARES,,E/F AO POSTO MÉDICO JULIÃO - PROXIMO AO PROCAP,SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2289,202319932,2023-08-27 0:00:00,12:44:00,COM VÍTIMA,CANCELADA,BOMBA DO HEMETERIO,RUA BOMBA DO HEMETERIO,,EM FRENTE A FARMACIA,BOMBA DO HEMETERIO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2290,202319959,2023-08-27 0:00:00,10:31:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,EM FRENTE AO RESTAURANTE SAL E BRASA (REGISTRO DA SAMU)/// ANTES DO SEMAFORO DA SAL E BRASA,IPSEP,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2291,202319965,2023-08-27 0:00:00,11:52:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,"EM FRENTE A CONCESSIONARIA CHEVROLET, SENT. AEROPORTO // SENTIDO PRAZERES PROX A FACULDADE UNIVERSO EM FRENTE A CHEVROLET TAMBÉM",IMBIRIBEIRA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2292,202319987,2023-08-27 0:00:00,4:06:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,AV HERCULANO BANDEIRA,AO LADO DO NÚMERO 40 / PRÓXIMO AO SEMÁFORO 138,BOA VIAGEM,CIDADE,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
2293,202320018,2023-08-28 0:00:00,7:23:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,LADO OPOSTO AO POSTO DE COMBUSTÍVEL FEDERAL,IPSEP,CIDADE,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0
2294,202320019,2023-08-28 0:00:00,7:29:00,COM VÍTIMA,FINALIZADA,IBURA,AV SANTOS,,PROXIMO A COMPESA,IBURA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2295,202320031,2023-08-28 0:00:00,8:15:00,COM VÍTIMA,FINALIZADA,FUNDAO,AV BEBERIBE,AV GEDALHA,PROX A IGREJA QUADRANGULAR,FUNDAO,,COLISÃO COM CICLISTA,0,0,1,0,0,0,0,1,0
2296,202320036,2023-08-28 0:00:00,9:20:00,COM VÍTIMA,FINALIZADA,TORREAO,RUA OTHON PARAISO,,PROX A IGREJA DOS MORMONS / PROX A PRAÇA,TORREAO,,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0
2297,202320041,2023-08-28 0:00:00,10:05:00,SEM VÍTIMA,FINALIZADA,DOIS UNIDOS,SUB DA MEDALHA MILAGROSA,,IGREJA ASSEMBLEIA DE DEUS,DOIS UNIDOS,,CHOQUE,0,0,0,0,0,0,0,0,0
2298,202320059,2023-08-28 0:00:00,1:41:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA JOAO CARDOSO AIRES,,COLÉGIO MADRE DE DEUS,BOA VIAGEM,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2299,202320062,2023-08-28 0:00:00,2:23:00,COM VÍTIMA,FINALIZADA,CAXANGA,RUA EMILIANO BRAGA,,TERMINAL DA CDU / ESCOLA CONHECER,CAXANGA,,COLISÃO TRANSVERSAL,0,1,0,0,1,0,0,1,0
2300,202320070,2023-08-28 0:00:00,4:25:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,DERBY,OLINDA,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,2,0
2301,202320074,2023-08-28 0:00:00,5:06:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,RUA JOSE DE VASCONCELOS,RUA VISCONDE DE ABAETE,NA FRENTE DO COLEGIO ANGULO DA TAMARINEIRA,TAMARINEIRA,,COLISÃO FRONTAL,0,2,0,0,0,0,0,1,0
2302,202320076,2023-08-28 0:00:00,5:19:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA SARGENTO SILVINO DE MACEDO,,COLÉGIO GGE,IMBIRIBEIRA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2303,202320077,2023-08-28 0:00:00,5:19:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,,BOI E BRASA,CAXANGA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2304,202320081,2023-08-28 0:00:00,5:58:00,COM VÍTIMA,FINALIZADA,JARDIM SAO PAULO,RUA BRAGANCA,,TATU DIESEL,JARDIM SAO PAULO,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2305,202320082,2023-08-28 0:00:00,5:58:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ALFREDO MARCONDES,,IGREJA DA RECONCILIAÇÃO,IMBIRIBEIRA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2306,202320090,2023-08-28 0:00:00,7:34:00,COM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,,POLICLINICA ARNALDO MARQUES,IBURA,,CHOQUE,1,1,0,0,0,1,0,1,0
2307,202320095,2023-08-28 0:00:00,8:31:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,AEROPORTO DO RECIFE,IMBIRIBEIRA,,COLISÃO FRONTAL,0,3,0,0,0,0,0,1,0
2308,202320096,2023-08-28 0:00:00,8:48:00,COM VÍTIMA,CANCELADA,JARDIM SAO PAULO,RUA LEANDRO BARRETO,,EM FRENTE A ACADEMIA ARENA,JARDIM SAO PAULO,,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0
2309,202320098,2023-08-28 0:00:00,10:39:00,COM VÍTIMA,CANCELADA,JOANA BEZERRA,VIADUTO CAPITAO TEMUDO,,SENTIDO OLINDA,JOANA BEZERRA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2310,202320099,2023-08-29 0:00:00,12:09:00,COM VÍTIMA,FINALIZADA,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,"EM FRENTE A LANCHONETE BOB""S",MADALENA,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0
2311,202320102,2023-08-29 0:00:00,5:36:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,RUA ODORICO MENDES,PRÓXIMO À CEHAB  - SENTIDO BOA VIAGEM,SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2312,202320103,2023-08-29 0:00:00,6:47:00,COM VÍTIMA,FINALIZADA,CAXANGA,RUA RIBEIRO PESSOA,,SENT. DOIS IRMÃOS APOS A UPA,CAXANGA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2313,202320105,2023-08-29 0:00:00,7:30:00,COM VÍTIMA,DUPLICIDADE,CAXANGA,AV CAXANGA,1SB DA JOSELIA,EM FRENTE A UPA,CAXANGA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2314,202320117,2023-08-29 0:00:00,8:49:00,COM VÍTIMA,FINALIZADA,DOIS IRMAOS,RUA MANUEL DE MEDEIROS,,PROX. A UFRPE E ESCOLA LIONS DE PARNAMIRIM,DOIS IRMAOS,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2315,202320129,2023-08-29 0:00:00,11:23:00,COM VÍTIMA,FINALIZADA,TOTO,RUA JUVENCIO MARQUES DA CUNHA,,EM FRENTE A CAPELINHA SÃO JOSÉ DO TOTO,TOTO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2316,202320136,2023-08-29 0:00:00,12:21:00,COM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,,NO SEMAFORO 085  VT 21 NO LOCAL,AREIAS,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2317,202320146,2023-08-29 0:00:00,2:15:00,COM VÍTIMA,FINALIZADA,BEBERIBE,RUA URIEL DE HOLANDA,,PRAÇA DA CONVENÇÃO,BEBERIBE,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2318,202320152,2023-08-29 0:00:00,4:48:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,PROXIMO AO SHOPPING TACARUNA E ANTES DO ESPAÇO CIÊNCIAS,SANTO AMARO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2319,202320153,2023-08-29 0:00:00,5:43:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,SPLASH PISCINAS / SUPERMERCADO ECONOMICO,IPSEP,,COLISÃO TRASEIRA,0,1,0,0,0,1,0,1,0
2320,202320155,2023-08-29 0:00:00,6:39:00,COM VÍTIMA,FINALIZADA,BOMBA DO HEMETERIO,RUA BOMBA DO HEMETERIO,,EXTRA ATACAREJO,BOMBA DO HEMETERIO,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2321,202320157,2023-08-29 0:00:00,7:28:00,COM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,PRÓXIMO AOS CORREIOS,BONGI,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2322,202320160,2023-08-29 0:00:00,7:57:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DOS PALMARES,RUA TREZE DE MAIO,,SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
2323,202320180,2023-08-30 0:00:00,6:48:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,RUA EUGENIO SAMICO,RUA PAULA BATISTA,POR TRAS DA PRAÇA DO TRABALHO,CASA AMARELA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
2324,202320188,2023-08-30 0:00:00,7:49:00,SEM VÍTIMA,FINALIZADA,JAQUEIRA,AV RUI BARBOSA,,EM FRENTE AO PARQUE DA  JAQUEIRA,JAQUEIRA,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0
2325,202320189,2023-08-30 0:00:00,7:56:00,COM VÍTIMA,FINALIZADA,JORDAO,RUA EMILIO MONTEIRO FONSECA,,"APOS O TERMINAL DE ONIBUS DO JORDAO BAIXO, PROX. A IGREJA ASSEMBLEIA DE DEUS",JORDAO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2326,202320192,2023-08-30 0:00:00,8:16:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EM FRENTE A CENTER AÇO E GERALDÃO,IMBIRIBEIRA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2327,202320199,2023-08-30 0:00:00,8:58:00,COM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,,"EM FRENTE A OFICINA SR. AUTO PEÇAS, PROX. A FACULDADE ESTACIO",PRADO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2328,202320203,2023-08-30 0:00:00,9:39:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,POR TRAS DO PARQUE DONA LINDU,BOA VIAGEM,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2329,202320206,2023-08-30 0:00:00,9:49:00,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,,"NA DESCIDA DO VIADUTO DE JOANA BEZERRA, SENTIDO OLINDA /  PROX AO EMPRESARIAL CHARLES DAWIS",ILHA DO LEITE,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2330,202320216,2023-08-30 0:00:00,12:47:00,COM VÍTIMA,FINALIZADA,VARZEA,RUA GENERAL POLIDORO,,PROX AO HOSPITAL DAS CLINICAS / EM FRENTE AO POSTO DE GASOLINA BR,VARZEA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2331,202320217,2023-08-30 0:00:00,1:15:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE BERNADINO PESSOA,,PROX PAMESA E O CURSO DE INGLES WIZARD,BOA VIAGEM,,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0
2332,202320232,2023-08-30 0:00:00,3:14:00,COM VÍTIMA,FINALIZADA,ENGENHO DO MEIO,AV VISCONDE DE SAO LEOPOLDO,,TERMINAL DE ÔNIBUS DO ENGENHO DO MEIO,ENGENHO DO MEIO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2333,202320233,2023-08-30 0:00:00,3:15:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,RUA NORUEGA,BATERIAS MOURA,IMBIRIBEIRA,SUBURBIO,COLISÃO,1,0,0,0,0,0,1,0,0
2334,202320239,2023-08-30 0:00:00,4:43:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RAIMUNDO DINIZ,,PADARIA VILA DO PÃO,IPSEP,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2335,202320265,2023-08-30 0:00:00,9:14:00,COM VÍTIMA,CANCELADA,APIPUCOS,RUA MANDACARU,,PRÓXIMO A O AÇUDE DE APIPUCOS,APIPUCOS,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0
2336,202320267,2023-08-30 0:00:00,11:00:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,E/F À CONCESSIONÁRIA VENEZA DIESEL  - SENTIDO AFOGADOS,IMBIRIBEIRA,,COLISÃO TRASEIRA,1,0,1,0,0,0,0,2,0
2337,202320278,2023-08-31 0:00:00,7:04:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,,PROX. AO POSTO DE GASOLINA DISLUB E NEW JATO,ENCRUZILHADA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2338,202320279,2023-08-31 0:00:00,7:12:00,COM VÍTIMA,FINALIZADA,IBURA,AV DOM HELDER CAMARA,,"PROX. A NUPREV, NA ENTRADA DO IBURA",IBURA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2339,202320283,2023-08-31 0:00:00,7:23:00,COM VÍTIMA,DUPLICIDADE,IBURA,AV DOM HELDER CAMARA,,NUCLEO DA POLICIA MILITAR,IBURA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
2340,202320287,2023-08-31 0:00:00,7:52:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,,"PROX. A IGREJA PAZ E VIDA, EM FRENTE AO GOLF CLUB",IPUTINGA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2341,202320290,2023-08-31 0:00:00,8:10:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA PRINCESA IZABEL,,CAMERA DE VEREADORES,SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0
2342,202320294,2023-08-31 0:00:00,8:24:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,RUA DELMIRO GOUVEIA,,EM FRENTE A CHESF,SAN MARTIN,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2343,202320295,2023-08-31 0:00:00,8:45:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA ARLINDO MELO,,"AO LADO DO SHOPPING TACARUNA, PROX. AO PONTO DE TAXI",SANTO AMARO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2344,202320296,2023-08-31 0:00:00,8:49:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,PROX. AO EMPRESARIAL MOURA DUBEUX E CONCESSIONARIA NORDESTE IMPORT,BOA VIAGEM,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2345,202320297,2023-08-31 0:00:00,8:49:00,COM VÍTIMA,FINALIZADA,PASSARINHO,RUA PEREIRA BARRETO,,PROX AO GALPÃO DE AGUA MINERAL VALE NEVADO / PROX A MECEARIA DA IZA / PROX AO NUMERO 2016,PASSARINHO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2346,202320306,2023-08-31 0:00:00,9:26:00,COM VÍTIMA,DUPLICIDADE,AGUA FRIA,RUA FLORESTOPOLIS,,PROX A COMPESA / TERMINAL DO ONIBUS DE AGUA FRIA,AGUA FRIA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2347,202320308,2023-08-31 0:00:00,9:30:00,COM VÍTIMA,FINALIZADA,AGUA FRIA,RUA FLORESTOPOLIS,,PROX. A COMPESA E O TERMINAL DE ONIBUS DE AGUA FRIA,AGUA FRIA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2348,202320324,2023-08-31 0:00:00,11:24:00,SEM VÍTIMA,FINALIZADA,TORRE,RUA CONDE DE IRAJA,,EM FRENTE AO CONDOMÍNIO CINE  TORRE,TORRE,SUBURBIO,COLISÃO TRASEIRA,0,1,0,0,0,0,1,0,0
2349,202320330,2023-08-31 0:00:00,12:31:00,COM VÍTIMA,FINALIZADA,DOIS IRMAOS,RUA MANUEL DE MEDEIROS,,EM FRENTE A UFRPE E AO PREDIO DA CEGOE,DOIS IRMAOS,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2350,202320343,2023-08-31 0:00:00,4:00:00,COM VÍTIMA,FINALIZADA,SANTO ANTONIO,AV DANTAS BARRETO,,PROXIMO AO TERMINAL DA 1002 E NO FINAL DO CAMELODROMO,SANTO ANTONIO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2351,202320350,2023-08-31 0:00:00,6:09:00,COM VÍTIMA,FINALIZADA,TORRE,AV BEIRA RIO,,PONTE DA TORRE / QUADRA DE FUTEBOL,TORRE,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2352,202320357,2023-09-01 0:00:00,3:54:00,SEM VÍTIMA,FINALIZADA,TAMARINEIRA,RUA GOMES COUTINHO,,TORRES DA TAMARINEIRA,TAMARINEIRA,,COLISÃO LATERAL,4,0,0,0,0,0,0,0,0
2353,202320386,2023-09-01 0:00:00,9:36:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,"SENT. CENTRO,  APOS O ASSAI ATACADISTA",BOA VIAGEM,,COLISÃO,0,1,0,0,0,0,0,1,0
2354,202320387,2023-09-01 0:00:00,9:36:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,,EM FRENTE AO EDF. SARDENHA// APOS O LARGO DO APIPUCOS,APIPUCOS,,COLISÃO,0,1,0,0,0,0,0,1,0
2355,202320390,2023-09-01 0:00:00,10:13:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA VINTE E UM DE ABRIL,,PROX A GALERIA CENTER / ESTAÇÃO IPIRANGA / CLUBE FERROVIARIO,AFOGADOS,,COLISÃO LATERAL,2,1,0,0,0,0,0,1,0
2356,202320399,2023-09-01 0:00:00,12:03:00,COM VÍTIMA,FINALIZADA,DOIS UNIDOS,AV HILDEBRANDO DE VASCONCELOS,,PROX A PADARIA ESTELANÇA,DOIS UNIDOS,,COLISÃO,0,1,0,0,0,0,0,1,0
2357,202320406,2023-09-01 0:00:00,12:45:00,COM VÍTIMA,FINALIZADA,TORROES,AV ENGENHEIRO ABDIAS DE CARVALHO,,DEPOIS DA UPA / SENTIDO CURADO PROX A LOMBADA ELETRONICA,TORROES,,COLISÃO LATERAL,0,2,0,0,0,0,0,1,0
2358,202320421,2023-09-01 0:00:00,3:49:00,COM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,BIG CAR,BONGI,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2359,202320424,2023-09-01 0:00:00,4:46:00,COM VÍTIMA,FINALIZADA,SAO JOSE,RUA DA CONCORDIA,,EM FRENTE A CASA DAS PLACAS E PROXIMO AO SINDICATO DOS TRABALHADORES,SAO JOSE,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2360,202320426,2023-09-01 0:00:00,5:18:00,COM VÍTIMA,FINALIZADA,CAXANGA,PTE PROFESSOR MORAES REGO,,HOSPITAL BARÃO DE LUCENA,CAXANGA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2361,202320428,2023-09-01 0:00:00,5:50:00,COM VÍTIMA,FINALIZADA,MONTEIRO,AV DEZESSETE DE AGOSTO,,HOSPITAL ERMIRIO DE MORAES,MONTEIRO,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2362,202320430,2023-09-01 0:00:00,6:09:00,COM VÍTIMA,FINALIZADA,ROSARINHO,RUA DR JOSE MARIA,,PORTAL DA PICANHA,ROSARINHO,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2363,202320432,2023-09-01 0:00:00,6:22:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA PINTOR ANTONIO ALBUQUERQUE,,ASSOCIAÇÃO DOS MOTORISTAS DE PE,IPSEP,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2364,202320440,2023-09-01 0:00:00,7:15:00,VÍTIMA FATAL,FINALIZADA,FUNDAO,AV BEBERIBE,,PROXIMO AO COLEGIO PEDRO AUGUSTO,FUNDAO,CIDADE,ATROPELAMENTO DE PESSOA,0,0,0,1,1,0,0,0,1
2365,202320451,2023-09-01 0:00:00,10:58:00,COM VÍTIMA,CANCELADA,PORTO DA MADEIRA,AV BEBERIBE,,E/F À ANTIGA PIZZARIA DO GORDO,PORTO DA MADEIRA,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0
